userName,score,at,content
Ira Ira,5,2023-01-05 05:30:17,"Aplikasi bagus bgt si inii sangat membantu sekali untuk pemula, cara daftar nya yg garibet dan tampilan nya yg enk dilihat Jdi ga ngebingungin, pokoknya ajaib aplikasi yg sangat tepat buat yg mau belajar seputar investasi!"
Iksan Jabrik,4,2023-01-05 01:15:28,"Apk nyaa sudah baguss sudah banyak fitur fitur yang ditambahkan, mudah dipahami untuk pemulaa. Saya mau kasih saran untuk dibuatin fitur FAST TRADING, menurut saya apk ini sudah bagus, cuma kurang ada fitur FAST TRADING"
Setia Novel,2,2023-01-04 12:53:52,"Fitur aplikasinya sih ok, tapiiiiiiii... Verifikasi datanya itu yg sangat lama, katanya, 1-2 hari kerja, trus kalau 8-10 hari masih belum terverifikasi juga, hubungi CS, nah saya jangankan 10 hari, data saya sudah 25 hari masih belum terverifikasi juga, sy hanya mendapatkan jawaban yg sama dan terus berulang, dari CS ajaib dengan kata "" mohon bersabar, sedang dalam antrian"", antrinya sampai kapan?? Sampai setahun lagi? Kalau memang data saya tidak bisa terverifikasi, ngomong aja gak bisa,"
dyah ayu wulandari,5,2023-01-03 14:15:30,"Aplikasi ajaib ini keren, memudahkan sekali bagi pemula yang sedang belajar untuk investasi. Fiturnya sangat lengkap, dan mudah untuk digunakan. Saat awal registrasi juga tidak ada kesulitan. Rekomen banget buat yang sedang cari aplikasi untuk investasi 👍👍 pertahankan teruss"
Kil Laa,5,2023-01-03 12:04:58,"Aplikasi yg memudahkan untuk berinvestasi apalagi bagi pemula. Fiturnya juga mudah dipahami dan gampang banget digunain. Ada fitur chatnya juga, yg bisa digunain untuk saling sharing."
Aulia NA,5,2023-01-03 10:32:00,"aplikasinya bagus banget, cara pakenya juga ga ribet fiturnya lengkap, bagus dan mudah dipahami, cara buat akunnya juga gampang bangett."
Reen,5,2023-01-03 10:16:37,"Aplikasinya mudah digunakan, trus cara bikin akunnya ga ribet dan fee jual beli nya lebih murah dibanding yang lain, tampilannya sederhana tapi fitur""nya lengkap dan gampang buat dipahami untuk pemula yang mau coba invest"
Cahyo Novianto,5,2023-01-03 09:27:58,"overall sudah sangat bagus untuk UI nya, pembukaan rekening juga sangat mudah dan cepat, transaksijuga mudah"
Puteri Amanda,5,2023-01-03 09:09:38,"suka bgt sama aplikasi ajaib ngebantu aku bgt sebagai pemula buat belajar investasi, tampilan nya bagus, fitur nya mudah dimengerti. buat akun nya juga mudah proses cepet gapake ribet. reccomended deh👍"
Adira Mecca,5,2023-01-03 09:06:29,"Aplikasi ajaib nih bagus banget, cara pake nya juga mudah. Selain itu, fitur nya juga mudah dan bervariasi, tampilan nya menarik. Recommended deh buat pemula yang mau belajar investasi"
Afra Syadza,5,2023-01-03 09:04:01,"App yang ngebantuuu banget dan baguss, ga susah cara pake nya apalagi untuk pemula yang baru belajar investasi. Tampilannya mudah dipahami dan fitur fiturnya cukup lengkap."
Bella SL,5,2023-01-03 09:01:28,"Aplikasinya bagus, fiturnya jga banyak dan mudah dipahami. Cocok untuk pemula yang ingin memulai investasi, karena jual belinya relatif lebih murah daripada yang lain."
Syella Mileu,5,2023-01-03 08:23:43,"Aplikasinya gampang dimengerti buat pemula pemula yg pengen invest karena fiturnya lengkap dan mudah digunakan, jadi ngebantu kita banget nihh. Sampe sekarang sih aku ga nemu kendala sama sekali"
ZKYX,5,2023-01-03 07:52:36,"Keren, interface nya enak di liat dan enak di gunakan buat pemula kayak aku. Top up dan tarik saldo gampang. Mantul pokoknya 👍❤"
Nadya Talitha,5,2023-01-03 07:06:30,"Aplikasi ajaib bagus, mudah digunakan, fiturnya banyak dan lengkap, ga ribet, tampilannya oke, memudahkan untuk pemula yg mulai investasi. Mantep dan kembangkan trs!"
Tasanee Cesa,5,2023-01-03 07:02:22,"Aplikasi nya bagus sih, bisa digunakan untuk pemula yg baru terjun ke dunia investasi begini, fitur fiturnya banyak serta mudah dipahami juga, semoga bisa semakin berkembang aplikasi nya ya!!"
yudi pendi,5,2023-01-03 06:27:14,"aplikasi yang memuaskan!! bagus banget untuk pemula yang ingin memulai invest, fiturnya ga ribet dan simpel, mudah untuk di pahami"
Intan Basaria,5,2023-01-03 06:13:52,"sebagai pemula & belum tau banyak soal investasi aplikasi ini mudah banget untuk ku pakai, nggak bikin ribet untuk mengerti, ada banyak fitur yang membantu aku banget."
Bias,5,2023-01-03 06:11:17,"Keren, apk ajaib bagus banget !! Buat pemula yang mau memahami seputar investasi ini recommend bgt, tampilannya simpel dan fiturnya jga mudah digunakan no ribet👍🏻👍🏻"
Khonsa Salsabila,5,2023-01-03 05:56:42,"Buat aku yang pemula dan mau coba investasi recommended banget sih aplikasi ini, tampilannya itu user friendly jadi mudah dan tidak ribet, step-step juga mudah tinggal ikutin prosedurnya"
Roissatun Hasanah,5,2023-01-03 05:41:56,"Aplikasi ajaib sangat membantu dalam belajar menahan investasi untuk pemula. Apk nya juga sangat ringan dan mudah digunakan, fiturnya juga menarik dan tampilannya simple juga cukup lengkap. Recomended deh apalagi untuk pemula"
Nala Khaerunnisa,5,2023-01-03 03:57:20,"Aplikasinya mudah digunakan, ga ribet. Fiturnya juga lengkap. Pokokknya the best buat Ajaib, terus tingkatkan!"
Aprilia Yulistiani,5,2023-01-02 13:39:46,"Aplikasi ajaib bangus banget, mudah dimengerti dan login nya jga gampang. Fitur2nya jga bagus, minimum investasinya jga terjangkau banget."
Ardiansyah Yudha Pratama,5,2023-01-02 13:06:15,"apps investasi yang sangat membantu buat pemula, worth it bgt si menurutku, pemakaiannya ga ribet, trus fiturnya jg gampang dipahami, dan tentu saja profitnya"
Hwang Injoo,5,2023-01-02 11:39:21,"Aplikasi nya bagus, tampilan menarik dan banyak fiturnya serta mudah penggunaanya. Bagi teman2 pemula cocok nih aplikasinya"
Fitri Amalia,5,2023-01-02 10:09:28,"Aplikasinya bagus. Mudah digunakan, ga ribet, log in nya juga mudah gak membingungkan. Cocok untuk pemula seperti saya yang mau investasi tapi gamau ribet🤩"
Khusnul Khotimah,5,2023-01-02 09:26:49,"Untuk pemula aplikasi ini cocok banget sih karena gampang digunain, cara daftarnya juga gak ribet. Tampilannya juga enak dilihat, gak ngebingungin. Pokoknya untuk yang baru mau belajar seputar investasi Ajaib pilihan yang tepat!"
Tika Antika,5,2023-01-02 08:46:45,Ajaib emang keren dari tampilan nya enak di lihat dan cara masuk akunnya juga gampang gak dibikin ribet. Buat pemula yang mau invest ini sangat membantu banget karena fitur²nya juga mudah di pahami
Lambe Turah,5,2023-01-02 08:41:23,"Buat pemula yang mau investasi aplikasi ajaib sangat disarankan, tampilan dan fitur-fitur yang ada mudah untuk dimengerti dan tidak membuat bingung."
Siti Apriyanti,5,2023-01-02 08:14:14,"Aplikasinya bagus dan mudah banget digunakan, fitur chatnya lengkap tampilannya, sangat sederhana dan sangat membatu buat para pemula yang mau mulai berinvestasi."
Deysa Ayudiapala,5,2023-01-02 08:02:00,"Aplikasi nya mantap sih, bagus buat pemula. Fiturnya juga mudah di pahami dan gak ribet. Rekomended pokoknya"
Chila de,5,2023-01-02 07:58:48,"Aplikasi ajaib mudah bangett di gunakan fitur chatting nya lengkap dan fee jual belinya relatif lebih murah di banding sekuritas lain, cara buka akunnya ga ribet, mudah di pengerti, suka banget aplikasi ajaib"
Hikmatul A'idah,5,2022-12-31 10:41:15,"Aplikasi Ajaib, aplikasi yang aman dan nyaman banget digunakan. Karena dengan tampilannya yang modern, simple dan tidak ribet memudahkan penggunanya dalam bertransaksi. Selain itu juga adapun keuntungan di aplikasi Ajaib ini karena bisa buka rekening saham tanpa deposit dana awal."
abi umi,5,2022-12-31 10:39:01,"aplikasinya sangat bagus! membantu buat para pemula kaya aku yang baru mulai belajar investasi, mudah banget buat dipake, cara buat akunnya ga ribet dan mudah dimengerti!!"
Diksel Puisi,5,2022-12-31 09:50:02,"aplikasi paling rekomen banget menurutku, cocok buat milenial dan gampang banget di fahamin karna fiturnya lengkap dan jelas ."
Faradina,5,2022-12-31 09:20:18,"recommended bgt buat pemula yg baru belajar invest. fiturnya lengkap, tampilannya bagus, suka banget. fiturnya juga ga ribet dan mudah dipahami."
ansika regiya,5,2022-12-31 09:00:45,"applikasi ajaib ini bagus banget!!!! cocok buat yang mau nyoba investasi. cara pakainya juga engga ribet dan ga bikin pusing, untuk fiturnyaa lengkap dan mudah untuk di gunakan, pokonyaa bestttt."
Nurul Izzati,5,2022-12-31 08:58:03,Aplikasi ajaib mudah di pake cara buka akunya juga tidak ribet mudah digunakan fitur chatnya lengkap dan fee jual belinya relatif lebih mudah dan sangat membantu buat para pemula yang mau mulai invest...
Angelina Simatupang,5,2022-12-31 08:39:28,"Aplikasinya bagus, sesuai dengan namanya ajaib, iya ajaib banget, mudah untuk digunakan, fiturnya juga udah baik, udah gitu ringan dan enak aplikasinya. Topp banget deh."
ditma,5,2022-12-30 11:26:00,"Keren banget aplikasi ini...karena saya sebagai pemula sangat terbantu sekali saat belajar investasi, kerahasiaan data terjamin,dan fiturnya gampang dimengerti"
Putri Gusmiarni,5,2022-12-30 06:22:27,"Pembuatan akun mudah, tampilannya termasuk mudah di mengerti utk pemula(?). Investnya jg mudah, ada banyak opsi pembayaran. 👍👍"
Ok Eye,5,2022-12-29 15:02:53,"Aplikasinya bagus, tampilan UI nya juga oke nggak bikin bingung dan ribet. Cocok buat investor pemula. Semoga bisa cuan terus. Sukses kedepannya buat ajaib, mantap!"
paja jaejae,5,2022-12-29 12:23:09,"Aplikasi keren dengan interface yang ramah pengguna, jadi gak bingung untuk first time user. Selain itu, juga praktis dan mudah dimengerti buat newbie. Timakaci ajaib"
Efi Yatun Hasanah,5,2022-12-29 12:10:01,"Aplikasinya bagus. Cocok banget buat investor pemula. Daftarnya juga gampang, enak banget sih pake aplikasi ini. Mantepp, semoga performanya ngga pernah turun yaa"
Yohanita Riswati,5,2022-12-29 11:04:47,"Aplikasi sangat mudah digunakan bagi pemula, cara daftarnya mudah. Banyak fitur menarik yang mudah untuk dipahami cara pemakaiannya."
Hizbullah Harris,5,2022-12-29 09:48:46,"Tampilan UI desainnya bagus, bagi pemula pakai Ajaib pasti langsung paham. Aplikasinya juga ringan."
Kenzio Alister Dirgantara,5,2022-12-28 13:38:06,"KERENNN!!! Aplikasi investasi sangat praktis, mudah dipahami dan tampilan nya modern banget udah gitu navigasi nya mudahh enak di liat. Tapi setelah di update tampilan untuk dark mode tidak ada. Selebihnya bagus dehhh aplikasi Ajaib ini Jangan lupa di download yaaaaa...."
Dava Mahendra,5,2022-12-28 11:44:57,"Suka banget sama aplikasinya, fiturnya lengkap, mudah dipahami buat pemula, tampilannya juga menarik dan modern. Recommended banget deh buat investasi disini 👍"
Araa Araa,5,2022-12-28 10:43:47,Aplikasinya bagus banget sangat memudahkan untuk pemula. Cara buat akunnya juga gampang banget. Fitur fitur yang ada juga sangat bagus dan sangat mudah dipahami.
Diliyanti,5,2022-12-28 10:40:47,"Mari kita mulai berinvestasi melalui aplikasi Ajaib ini. Disini ada banyak pilihan instrumen untuk memulai investasi. Fiturnya cukup membantu juga. Ga cuma itu, artikel-artikelnya, ruang diskusinya juga membantu banget saat kita ingin mengambil keputusan buy/sell."
Gentur Prasetyo,5,2022-12-28 10:29:48,"Tampilan UI aplikasinya kerenn banget, untuk mulai investasi nya juga dari nominal kecil bisa lohh. Pendaftarannya mudah jugaa worth it bgt sihh"
dini zara,5,2022-12-28 10:27:07,Aplikasi yang bagus untuk investor pemula. Tampilannya sederhana dan menarik sehingga dapat dipahami dengan mudah. Fitur-fiturnya juga lengkap.
caca,5,2022-12-28 10:01:54,"aplikasinya bagus banget! sangat membantu buat para pemula yang mau mulai invest, kalau seumpama kalian ga bisa login/bug, coba di refresh/clear data lalu masuk lagiii, atau kalau ada kendala bisa langsung kontak adminnya jugaaa! aku sangat amat menyarankan aplikasi ini, bintang 5, keren 😎☝🏻"
Totok Hadi,5,2022-12-28 08:51:38,"Aplikasi mantap, cocok nih buat yang mau belajar invest. Langsung balik modalll, bener-bener gak ngewain. Tampilan apkny jg cantik, enak diliat. Jadi betah stay diapk ajaib ini.👍"
Andini Fi Ramadhani Ciptaning Gusti,5,2022-12-28 08:42:23,"aplikasinya bagus terus tampilannya juga menarik simple dan gampang buat di akses, pokoknya no ribet ribet deh."
Rara Rani,5,2022-12-28 08:38:56,"Aplikasinya bagus cocok buat pemula, mudah dipahami, cocok untuk semua kalangan termasuk anak muda yang baru mau mulai investasi, sudah pasti aman dan tampilannya enak dilihat."
Xena nur,5,2022-12-28 08:05:06,"Aplikasinya sangat bermanfaat, tampilan layoutnya keren, aplikasinya simple dan mudah dipahami, cocok untuk orang yang baru belajar investasi"
Saskia Sarah Srikirana,5,2022-12-28 07:39:35,"bagus sekali aplikasinya memudahkan untuk pemula dan caracaranya mudah dipahami dan jg ga ribet, banyak fitur menarik dr aplikasinya pokoknya bgs deh"
Alesya,5,2022-12-28 07:35:52,"Aplikasi yg bagus untuk berinvestasi, selain itu juga fiturnya tidak bikin bingung untuk pemula. Di dalam aplikasinya juga terdapat cara-cara untuk berinvestasi dan juga kita bisa saling bertukar pendapat/bertanya ke sesama pengguna aplikasi Ajaib."
Aprina Cindy,5,2022-12-28 06:21:30,Aplikasi ini cocok banget buat pemula / masih baru belajar investasi. Tampilannya oke dan mudah dipahami. Stabil banget.
Dini Yuliani,5,2022-12-28 04:48:08,"Sangat bagus, mudah digunakan fitur chatting nya lengkap dan fee jual belinya relatif lebih murah dibanding sekuritas lain, kerenn!!!!Tampilan sangat sederhana tapi cukup lengkap dari segi fitur.. Jika ada yang kurang mohon diperlengkap lagi."
Daun Jingga,5,2022-12-27 14:24:59,"App ini bagus ternyata untuk kita para pemula yang mau belajar memahami tentang investasi. Sederhana banget untuk dipahami, semoga yang lebihnya tetap dipertahankan dan yang masih kurang masih bisa di tingkatkan lagi."
Prince Van,5,2022-12-27 14:08:21,"Gokil ,, fiturnya lengkap banget,, no ngebug sama sekalii... Kalau ada gangguan mudah banget bilangnya.. Mudah digunakan apknya.. So far so good 👍👍"
Kimmy Milly,5,2022-12-27 12:52:56,Aplikasi dengan tampilan dan fitur yang menarik. Cocok digunakan untuk investasi pemula. Karena fiturnya lengkap serta mudah untuk dipahami. Nice.
Irawati Solihat,5,2022-12-27 12:24:13,"Akhirnya nemu juga aplikasi investasi yang nyaman banget buat saya yang baru mulai nyoba inves, tampilannya juga oke banget ga bikin pusing pokoknya bener2 worth it banget deh udah gitu buat narik saldonya mudah dan cepat. Thanyou 👍"
Bubu Taeyong,5,2022-12-27 12:16:35,"apps investasi yang sangat membantu buat pemula, worth it bgt si menurutku, pemakaiannya ga ribet, trus fiturnya jg gampang dipahami, dan tentu saja profitnya🤩👍"
Eva Nanda,5,2022-12-27 12:14:32,Disaat bingung buat cari uang tambahan. Nggak ada salahnya buat belajar investasi meskipun kecil-kecilan. Ajaib mudah banget sih dipelajarin buat pemula kayak aku. Bisa belajar jual beli saham. Mau paham tentang reksadana juga bisa disini. Bermanfaat sih menurutku. Top.
Istri Cha Eun Woo,5,2022-12-27 12:02:47,Aplikasinya bagus dan mudah mudah buat investasi bagi pemula. Daftarnya pun ga ribet banyak fitur-fiturnya yang membantu.
Ulla Khusnna,5,2022-12-27 11:54:21,"Aplikasi yang sangat bagus dan keren untuk investasi, cocok buat investor pemula, cara daftarnya gak ribet fleksibel mudah dipahami aplikasinya lancar gak lemot."
Zilla Hikmah,5,2022-12-27 11:41:18,"Untuk orang pemula di bidang investasi aplikasi ini cukup membantu ya, fitur-fiturnya juga bagus dan mudah dipelajari, terus untuk buka akun sahamnya juga gk ribet langsung satset"
azurea just,5,2022-12-27 11:23:36,"Aplikasinya mudah saat digunakan👍 fitur2 yang tersedia juga bagus2 dan gampang dimengerti, saat registrasi untuk pertama kalinya juga proses nya cepat dan appnya juga gak lemot😁👍 rekomendasi buat temen2 yang lagi cari app buat invest ini bisa jadi wishlist temen2 😁"
Susanti Susanti,5,2022-12-27 11:13:47,Aplikasi Ajaib membantu sekali dalam belajar dan memahami investasi untuk pemula. Aplikasinya lengkap dan sangat mudah digunakan. Semoga aplikasi Ajaib tetap mempertahankan dan meningkatkan kinerja aplikasinya ya. Terima kasih Ajaib 😄👍
Ega Rahmadina,5,2022-12-27 10:47:39,"Tampilannya sederhana, memudahkan investor pemula yg masih awam tapi juga cukup lengkap dari segi fiturnya. Mudah digunakan dan praktis, pokoknya worth deh untuk investor pemula!"
Setiya Puji Wijaya,1,2022-12-25 10:20:05,"Dari beberapa bulan yang lalu aplikasi ajaib Punyaku error connection. Udah kirim pesan, ke CS, udah email CS, bahkan reinstall aplikasi udah tapi tetep aja gabisa. dapat balasan pesan Katanya CS suruh melakukan pengecekan berkala tapi sampai sekarang masih gabisa."
Animax Os,1,2022-12-21 03:26:08,"Mengecewakan, lagi butuh duit mau penarikan saldonya ribet sama lama banget, males jadi kapok infestasi di sini, gak bisa di percaya, gak kayak di indodax 1X24 jam langsung masuk, Kecewa banget pokoknya, seumur hidup gak bakal donload aplikasi ini lagi"
Made Megawaty,1,2022-12-20 12:06:50,"Portofolio beberapa kali hilang . Alhasil komplain dan diprosesnya butuh waktu tidak sebentar. Terakhir tgl 19/12/2022 jam 15 an saya komplain mll email. Dijawab suruh tunggu 24 jam Ternyata hari ini pun ( 20/12/2022) sampai jam 19.00 tidak ada perbaikan , bolak balik komplain mll email juga dijawab sekadarnya oleh CS yang beda2. Jadi membuat ragu untuk investasi di sini. Menyesal dan kecewa sangat"
Iman Lesmana,5,2022-12-15 17:58:18,"Kenapa setelah di update malah keluar sendiri mas,hp saya android nya versi lollipop mas,tolong lah jangan ngeberatin mas,biarpun hp saya hp kentang,tp sya jg pengen bangat berinvestasi,jd tolong apk ajaib nya masuk ke versi android nya bebas..."
Putu Bagendra,2,2022-12-10 03:31:00,Tampilan untuk pemula sangat mudah dipahami..cuma sayang..tidak ada mode dark.. kedepannya mudah mudahan sdh di upgrade.termakasih
